"parameter","prior","approximation","statistic","p_value","KS_x","KS_y"
"log_kappa","pc","IMPS",0.212706044733075,0,0,0.0216981518301373
"log_kappa","pc","IMPS",0.212706044733075,0,0,0.0650944554904119
"log_kappa","pc","IMPS",0.212706044733075,0,0.00201413551384299,0.0620781538373278
"log_kappa","pc","IMPS",0.212706044733075,0,0.00234728102165648,0.0977976398953131
"log_kappa","pc","IMPS",0.212706044733075,0,0.00423262190774656,0.0977492091641668
"log_kappa","pc","IMPS",0.212706044733075,0,0.00557227143407215,0.110275383036131
"log_kappa","pc","IMPS",0.212706044733075,0,0.00566364639395671,0.151566093542669
"log_kappa","pc","IMPS",0.212706044733075,0,0.00583803365546782,0.190943915286228
"log_kappa","pc","IMPS",0.212706044733075,0,0.00739971909557742,0.198353618513084
"log_kappa","pc","IMPS",0.212706044733075,0,0.00938431269673847,0.196018064070943
"log_kappa","pc","IMPS",0.212706044733075,0,0.0131580543311687,0.152454389204642
"log_kappa","pc","IMPS",0.212706044733075,0,0.0148421028800637,0.157044425813268
"log_kappa","pc","IMPS",0.212706044733075,0,0.0154741734146435,0.185875651776423
"log_kappa","pc","IMPS",0.212706044733075,0,0.016312202457557,0.209960885778001
"log_kappa","pc","IMPS",0.212706044733075,0,0.0167012803586346,0.24439149724192
"log_kappa","pc","IMPS",0.212706044733075,0,0.0310144588073217,-0.042037028436658
"log_kappa","pc","IMPS",0.212706044733075,0,0.0344824563988514,-0.0785553096377761
"log_kappa","pc","IMPS",0.212706044733075,0,0.0376990304990244,-0.109279929394245
"log_kappa","pc","IMPS",0.212706044733075,0,0.03850406945158,-0.0844344903158424
"log_kappa","pc","IMPS",0.212706044733075,0,0.0415204681437573,-0.110546380620451
"log_kappa","pc","IMPS",0.212706044733075,0,0.0422714803556194,-0.0844559797334012
"log_kappa","pc","IMPS",0.212706044733075,0,0.0457690984579606,-0.121656819316528
"log_kappa","pc","IMPS",0.212706044733075,0,0.051131894960827,-0.201837780320284
"log_kappa","pc","IMPS",0.212706044733075,0,0.0582951416324816,-0.323507301798748
"log_kappa","pc","IMPS",0.212706044733075,0,0.0603517738253111,-0.32750287300712
"log_kappa","pc","IMPS",0.212706044733075,0,0.0681314254004938,-0.463376482196688
"log_kappa","pc","IMPS",0.212706044733075,0,0.0682825074791083,-0.423461628933601
"log_kappa","pc","IMPS",0.212706044733075,0,0.0817763652983252,-0.691010191104589
"log_kappa","pc","IMPS",0.212706044733075,0,0.0861638166412409,-0.748715847124167
"log_kappa","pc","IMPS",0.212706044733075,0,0.0901748134502226,-0.797746696715966
"log_kappa","pc","IMPS",0.212706044733075,0,0.090557140168399,-0.763160514792542
"log_kappa","pc","IMPS",0.212706044733075,0,0.0960442232145219,-0.846205464956054
"log_kappa","pc","IMPS",0.212706044733075,0,0.0962348712458583,-0.807202347241498
"log_kappa","pc","IMPS",0.212706044733075,0,0.101232734385033,-0.878973989180933
"log_kappa","pc","IMPS",0.212706044733075,0,0.101527864733674,-0.842378503188244
"log_kappa","pc","IMPS",0.212706044733075,0,0.103350942570653,-0.840992179254598
"log_kappa","pc","IMPS",0.212706044733075,0,0.105666350962917,-0.850950843574782
"log_kappa","pc","IMPS",0.212706044733075,0,0.106816315957748,-0.834053686105229
"log_kappa","pc","IMPS",0.212706044733075,0,0.106849285943964,-0.791417124253264
"log_kappa","pc","IMPS",0.212706044733075,0,0.108141890421886,-0.777806870760769
"log_kappa","pc","IMPS",0.212706044733075,0,0.110560999970007,-0.790155166158045
"log_kappa","pc","IMPS",0.212706044733075,0,0.114953940591206,-0.847987314017251
"log_kappa","pc","IMPS",0.212706044733075,0,0.122112199011677,-0.969541889042619
"log_kappa","pc","IMPS",0.212706044733075,0,0.125726385361796,-1.00942886172801
"log_kappa","pc","IMPS",0.212706044733075,0,0.133289405643782,-1.1403105413078
"log_kappa","pc","IMPS",0.212706044733075,0,0.134175813523658,-1.11734012199967
"log_kappa","pc","IMPS",0.212706044733075,0,0.142310228984751,-1.26138871053052
"log_kappa","pc","IMPS",0.212706044733075,0,0.143795644187165,-1.25222147886776
"log_kappa","pc","IMPS",0.212706044733075,0,0.145399425853351,-1.2457818173847
"log_kappa","pc","IMPS",0.212706044733075,0,0.152243182030865,-1.36008917971151
"log_kappa","pc","IMPS",0.212706044733075,0,0.153612377967004,-1.34824385667986
"log_kappa","pc","IMPS",0.212706044733075,0,0.155512733752781,-1.34863828230964
"log_kappa","pc","IMPS",0.212706044733075,0,0.157227024895224,-1.34474513900752
"log_kappa","pc","IMPS",0.212706044733075,0,0.159155857906363,-1.34579577779284
"log_kappa","pc","IMPS",0.212706044733075,0,0.16330959842944,-1.3981159332023
"log_kappa","pc","IMPS",0.212706044733075,0,0.165059126760468,-1.39503477584397
"log_kappa","pc","IMPS",0.212706044733075,0,0.168104541490357,-1.42181529539265
"log_kappa","pc","IMPS",0.212706044733075,0,0.172463556332922,-1.47886567670097
"log_kappa","pc","IMPS",0.212706044733075,0,0.17327529249796,-1.45417456441812
"log_kappa","pc","IMPS",0.212706044733075,0,0.173488866206758,-1.41569973311342
"log_kappa","pc","IMPS",0.212706044733075,0,0.176334213383799,-1.43787000856355
"log_kappa","pc","IMPS",0.212706044733075,0,0.177358537513561,-1.41807765370456
"log_kappa","pc","IMPS",0.212706044733075,0,0.177462655068972,-1.37708057639836
"log_kappa","pc","IMPS",0.212706044733075,0,0.177595102517045,-1.33673631719584
"log_kappa","pc","IMPS",0.212706044733075,0,0.17944016114865,-1.33585650632371
"log_kappa","pc","IMPS",0.212706044733075,0,0.179850350700516,-1.30191237985986
"log_kappa","pc","IMPS",0.212706044733075,0,0.187139889591564,-1.42649210817026
"log_kappa","pc","IMPS",0.212706044733075,0,0.188839558013904,-1.42226200713513
"log_kappa","pc","IMPS",0.212706044733075,0,0.19743290893468,-1.57688604613003
"log_kappa","pc","IMPS",0.212706044733075,0,0.199765423627977,-1.58723889842454
"log_kappa","pc","IMPS",0.212706044733075,0,0.202288811534232,-1.60199012562332
"log_kappa","pc","IMPS",0.212706044733075,0,0.217929243391574,-1.9190031319306
"log_kappa","pc","IMPS",0.212706044733075,0,0.22667845940303,-2.07721883836107
